areaCode,areaName,areaType,date,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,newCasesByPublishDate,newDeaths28DaysByDeathDate
E12000007,London,region,17/07/2020,,56,2
E12000007,London,region,16/07/2020,,68,0
E12000007,London,region,15/07/2020,,50,1
E12000007,London,region,14/07/2020,,42,0
E12000007,London,region,13/07/2020,,29,1
E12000007,London,region,12/07/2020,,45,1
E12000007,London,region,11/07/2020,,91,3
E12000007,London,region,10/07/2020,,31,0
E12000007,London,region,09/07/2020,,68,2
E12000007,London,region,08/07/2020,,44,3
E12000007,London,region,07/07/2020,,37,1
E12000007,London,region,06/07/2020,,23,2
E12000007,London,region,05/07/2020,,37,3
E12000007,London,region,04/07/2020,,38,1
E12000007,London,region,03/07/2020,,9,1
E12000007,London,region,02/07/2020,,34,2
E12000007,London,region,01/07/2020,,6025,1
E12000007,London,region,30/06/2020,,19,1
E12000007,London,region,29/06/2020,,9,1
E12000007,London,region,28/06/2020,,14,1
E12000007,London,region,27/06/2020,,46,0
E12000007,London,region,26/06/2020,,52,0
E12000007,London,region,25/06/2020,,47,1
E12000007,London,region,24/06/2020,,10,4
E12000007,London,region,23/06/2020,,18,0
E12000007,London,region,22/06/2020,,21,3
E12000007,London,region,21/06/2020,,18,2
E12000007,London,region,20/06/2020,,29,2
E12000007,London,region,19/06/2020,,16,2
E12000007,London,region,18/06/2020,,17,0
E12000007,London,region,17/06/2020,,9,1
E12000007,London,region,16/06/2020,,15,1
E12000007,London,region,15/06/2020,,8,3
E12000007,London,region,14/06/2020,,25,2
E12000007,London,region,13/06/2020,,36,1
E12000007,London,region,12/06/2020,,21,5
E12000007,London,region,11/06/2020,,31,5
E12000007,London,region,10/06/2020,,15,5
E12000007,London,region,09/06/2020,,55,2
E12000007,London,region,08/06/2020,,0,8
E12000007,London,region,07/06/2020,,15,5
E12000007,London,region,06/06/2020,,25,3
E12000007,London,region,05/06/2020,,36,2
E12000007,London,region,04/06/2020,,21,6
E12000007,London,region,03/06/2020,,21,6
E12000007,London,region,02/06/2020,,32,7
E12000007,London,region,01/06/2020,,21,5
E12000007,London,region,31/05/2020,,30,5
E12000007,London,region,30/05/2020,,25,7
E12000007,London,region,29/05/2020,,30,5
E12000007,London,region,28/05/2020,,16,9
E12000007,London,region,27/05/2020,,27,8
E12000007,London,region,26/05/2020,,22,11
E12000007,London,region,25/05/2020,,38,9
E12000007,London,region,24/05/2020,,38,6
E12000007,London,region,23/05/2020,,59,6
E12000007,London,region,22/05/2020,,55,8
E12000007,London,region,21/05/2020,,49,12
E12000007,London,region,20/05/2020,,50,16
E12000007,London,region,19/05/2020,,42,20
E12000007,London,region,18/05/2020,,47,13
E12000007,London,region,17/05/2020,,81,14
E12000007,London,region,16/05/2020,,166,10
E12000007,London,region,15/05/2020,,80,18
E12000007,London,region,14/05/2020,,89,17
E12000007,London,region,13/05/2020,,44,12
E12000007,London,region,12/05/2020,,89,15
E12000007,London,region,11/05/2020,,62,23
E12000007,London,region,10/05/2020,,95,27
E12000007,London,region,09/05/2020,,111,25
E12000007,London,region,08/05/2020,,124,30
E12000007,London,region,07/05/2020,,142,28
E12000007,London,region,06/05/2020,,117,43
E12000007,London,region,05/05/2020,,252,34
E12000007,London,region,04/05/2020,,160,37
E12000007,London,region,03/05/2020,,128,43
E12000007,London,region,02/05/2020,,223,52
E12000007,London,region,01/05/2020,,180,42
E12000007,London,region,30/04/2020,,207,45
E12000007,London,region,29/04/2020,,111,52
E12000007,London,region,28/04/2020,,146,58
E12000007,London,region,27/04/2020,,225,54
E12000007,London,region,26/04/2020,,267,62
E12000007,London,region,25/04/2020,,278,58
E12000007,London,region,24/04/2020,,296,75
E12000007,London,region,23/04/2020,,415,80
E12000007,London,region,22/04/2020,,280,110
E12000007,London,region,21/04/2020,,418,105
E12000007,London,region,20/04/2020,,297,97
E12000007,London,region,19/04/2020,,453,116
E12000007,London,region,18/04/2020,,689,118
E12000007,London,region,17/04/2020,,704,110
E12000007,London,region,16/04/2020,,,138
E12000007,London,region,15/04/2020,,,147
E12000007,London,region,14/04/2020,,,143
E12000007,London,region,13/04/2020,,,170
E12000007,London,region,12/04/2020,,,170
E12000007,London,region,11/04/2020,,,164
E12000007,London,region,10/04/2020,,,174
E12000007,London,region,09/04/2020,,,199
E12000007,London,region,08/04/2020,,,232
E12000007,London,region,07/04/2020,,,221
E12000007,London,region,06/04/2020,,,197
E12000007,London,region,05/04/2020,,,196
E12000007,London,region,04/04/2020,,,225
E12000007,London,region,03/04/2020,,,192
E12000007,London,region,02/04/2020,,,194
E12000007,London,region,01/04/2020,,,189
E12000007,London,region,31/03/2020,,,180
E12000007,London,region,30/03/2020,,,150
E12000007,London,region,29/03/2020,,,143
E12000007,London,region,28/03/2020,,,119
E12000007,London,region,27/03/2020,,,127
E12000007,London,region,26/03/2020,,,122
E12000007,London,region,25/03/2020,,,119
E12000007,London,region,24/03/2020,,,87
E12000007,London,region,23/03/2020,,,56
E12000007,London,region,22/03/2020,,,53
E12000007,London,region,21/03/2020,,,46
E12000007,London,region,20/03/2020,,,46
E12000007,London,region,19/03/2020,,,25
E12000007,London,region,18/03/2020,,,26
E12000007,London,region,17/03/2020,,,23
E12000007,London,region,16/03/2020,,,16
E12000007,London,region,15/03/2020,,,8
E12000007,London,region,14/03/2020,,,11
E12000007,London,region,13/03/2020,,,6
E12000007,London,region,12/03/2020,,,6
E12000007,London,region,11/03/2020,,,3
E12000007,London,region,10/03/2020,,,1
E12000007,London,region,09/03/2020,,,2
